"","day","hijri_day","imsak","fajr","sunrise","duhr","asr","maghrib","isha","qiyam","cities","sunset"
"1030",2024-10-24,19,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:45:00,1899-12-31 18:25:00,1899-12-31 19:34:00,1899-12-31 00:19:00,"Banda Aceh","18:25"
"1031",2024-10-25,20,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:45:00,1899-12-31 18:24:00,1899-12-31 19:34:00,1899-12-31 00:19:00,"Banda Aceh","18:24"
"1032",2024-10-26,21,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:45:00,1899-12-31 18:24:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:24"
"1033",2024-10-27,22,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:46:00,1899-12-31 18:24:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:24"
"1034",2024-10-28,23,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:46:00,1899-12-31 18:24:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:24"
"1035",2024-10-29,24,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:46:00,1899-12-31 18:24:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:24"
"1036",2024-10-30,25,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:46:00,1899-12-31 18:23:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:23"
"1037",2024-10-31,26,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:46:00,1899-12-31 18:23:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:23"
"1038",2024-11-01,27,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:46:00,1899-12-31 18:23:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:23"
"1039",2024-11-02,28,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:46:00,1899-12-31 18:23:00,1899-12-31 19:33:00,1899-12-31 00:18:00,"Banda Aceh","18:23"
"1040",2024-11-03,29,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:46:00,1899-12-31 18:23:00,1899-12-31 19:33:00,1899-12-31 00:18:00,"Banda Aceh","18:23"
"1041",2024-11-04,1,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:46:00,1899-12-31 18:23:00,1899-12-31 19:33:00,1899-12-31 00:18:00,"Banda Aceh","18:23"
"1042",2024-11-05,2,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:46:00,1899-12-31 18:23:00,1899-12-31 19:33:00,1899-12-31 00:18:00,"Banda Aceh","18:23"
"1043",2024-11-06,3,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:46:00,1899-12-31 18:23:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:23"
"1044",2024-11-07,4,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:47:00,1899-12-31 18:23:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:23"
"1045",2024-11-08,5,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:47:00,1899-12-31 18:22:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:22"
"1046",2024-11-09,6,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:47:00,1899-12-31 18:22:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:22"
"1047",2024-11-10,7,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:47:00,1899-12-31 18:22:00,1899-12-31 19:34:00,1899-12-31 00:18:00,"Banda Aceh","18:22"
"1048",2024-11-11,8,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:47:00,1899-12-31 18:22:00,1899-12-31 19:34:00,1899-12-31 00:19:00,"Banda Aceh","18:22"
"1049",2024-11-12,9,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:47:00,1899-12-31 18:22:00,1899-12-31 19:34:00,1899-12-31 00:19:00,"Banda Aceh","18:22"
"1050",2024-11-13,10,1899-12-31 04:58:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:27:00,1899-12-31 15:48:00,1899-12-31 18:22:00,1899-12-31 19:34:00,1899-12-31 00:19:00,"Banda Aceh","18:22"
"1051",2024-11-14,11,1899-12-31 04:59:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:27:00,1899-12-31 15:48:00,1899-12-31 18:23:00,1899-12-31 19:34:00,1899-12-31 00:19:00,"Banda Aceh","18:23"
"1052",2024-11-15,12,1899-12-31 04:59:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:27:00,1899-12-31 15:48:00,1899-12-31 18:23:00,1899-12-31 19:34:00,1899-12-31 00:19:00,"Banda Aceh","18:23"
"1053",2024-11-16,13,1899-12-31 04:59:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:27:00,1899-12-31 15:48:00,1899-12-31 18:23:00,1899-12-31 19:35:00,1899-12-31 00:19:00,"Banda Aceh","18:23"
"1054",2024-11-17,14,1899-12-31 04:59:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:27:00,1899-12-31 15:48:00,1899-12-31 18:23:00,1899-12-31 19:35:00,1899-12-31 00:19:00,"Banda Aceh","18:23"
"1055",2024-11-18,15,1899-12-31 04:59:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:27:00,1899-12-31 15:49:00,1899-12-31 18:23:00,1899-12-31 19:35:00,1899-12-31 00:20:00,"Banda Aceh","18:23"
"1056",2024-11-19,16,1899-12-31 04:59:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:28:00,1899-12-31 15:49:00,1899-12-31 18:23:00,1899-12-31 19:35:00,1899-12-31 00:20:00,"Banda Aceh","18:23"
"1057",2024-11-20,17,1899-12-31 05:00:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:28:00,1899-12-31 15:49:00,1899-12-31 18:23:00,1899-12-31 19:36:00,1899-12-31 00:20:00,"Banda Aceh","18:23"
"1058",2024-11-21,18,1899-12-31 05:00:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:28:00,1899-12-31 15:49:00,1899-12-31 18:23:00,1899-12-31 19:36:00,1899-12-31 00:20:00,"Banda Aceh","18:23"
"1059",2024-11-22,19,1899-12-31 05:00:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:28:00,1899-12-31 15:50:00,1899-12-31 18:23:00,1899-12-31 19:36:00,1899-12-31 00:21:00,"Banda Aceh","18:23"
"1060",2024-11-23,20,1899-12-31 05:00:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:29:00,1899-12-31 15:50:00,1899-12-31 18:24:00,1899-12-31 19:36:00,1899-12-31 00:21:00,"Banda Aceh","18:24"
"1061",2024-11-24,21,1899-12-31 05:01:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:50:00,1899-12-31 18:24:00,1899-12-31 19:37:00,1899-12-31 00:21:00,"Banda Aceh","18:24"
"1062",2024-11-25,22,1899-12-31 05:01:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:51:00,1899-12-31 18:24:00,1899-12-31 19:37:00,1899-12-31 00:21:00,"Banda Aceh","18:24"
"1063",2024-11-26,23,1899-12-31 05:01:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:30:00,1899-12-31 15:51:00,1899-12-31 18:24:00,1899-12-31 19:37:00,1899-12-31 00:22:00,"Banda Aceh","18:24"
"1064",2024-11-27,24,1899-12-31 05:02:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:51:00,1899-12-31 18:25:00,1899-12-31 19:38:00,1899-12-31 00:22:00,"Banda Aceh","18:25"
"1065",2024-11-28,25,1899-12-31 05:02:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:52:00,1899-12-31 18:25:00,1899-12-31 19:38:00,1899-12-31 00:22:00,"Banda Aceh","18:25"
"1066",2024-11-29,26,1899-12-31 05:02:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:31:00,1899-12-31 15:52:00,1899-12-31 18:25:00,1899-12-31 19:38:00,1899-12-31 00:23:00,"Banda Aceh","18:25"
"1067",2024-11-30,27,1899-12-31 05:02:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:31:00,1899-12-31 15:52:00,1899-12-31 18:25:00,1899-12-31 19:39:00,1899-12-31 00:23:00,"Banda Aceh","18:25"
"1068",2024-12-01,28,1899-12-31 05:03:00,1899-12-31 05:13:00,"05:13",1899-12-31 12:31:00,1899-12-31 15:53:00,1899-12-31 18:26:00,1899-12-31 19:39:00,1899-12-31 00:23:00,"Banda Aceh","18:26"
"1069",2024-12-02,29,1899-12-31 05:03:00,1899-12-31 05:13:00,"05:13",1899-12-31 12:32:00,1899-12-31 15:53:00,1899-12-31 18:26:00,1899-12-31 19:40:00,1899-12-31 00:24:00,"Banda Aceh","18:26"
"1070",2024-12-03,30,1899-12-31 05:04:00,1899-12-31 05:14:00,"05:14",1899-12-31 12:32:00,1899-12-31 15:54:00,1899-12-31 18:26:00,1899-12-31 19:40:00,1899-12-31 00:24:00,"Banda Aceh","18:26"
"1071",2024-12-04,1,1899-12-31 05:04:00,1899-12-31 05:14:00,"05:14",1899-12-31 12:32:00,1899-12-31 15:54:00,1899-12-31 18:27:00,1899-12-31 19:40:00,1899-12-31 00:25:00,"Banda Aceh","18:27"
"1072",2024-12-05,2,1899-12-31 05:04:00,1899-12-31 05:14:00,"05:14",1899-12-31 12:33:00,1899-12-31 15:54:00,1899-12-31 18:27:00,1899-12-31 19:41:00,1899-12-31 00:25:00,"Banda Aceh","18:27"
"1073",2024-12-06,3,1899-12-31 05:05:00,1899-12-31 05:15:00,"05:15",1899-12-31 12:33:00,1899-12-31 15:55:00,1899-12-31 18:28:00,1899-12-31 19:41:00,1899-12-31 00:25:00,"Banda Aceh","18:28"
"1074",2024-12-07,4,1899-12-31 05:05:00,1899-12-31 05:15:00,"05:15",1899-12-31 12:34:00,1899-12-31 15:55:00,1899-12-31 18:28:00,1899-12-31 19:42:00,1899-12-31 00:26:00,"Banda Aceh","18:28"
"1075",2024-12-08,5,1899-12-31 05:06:00,1899-12-31 05:16:00,"05:16",1899-12-31 12:34:00,1899-12-31 15:56:00,1899-12-31 18:28:00,1899-12-31 19:42:00,1899-12-31 00:26:00,"Banda Aceh","18:28"
"1076",2024-12-09,6,1899-12-31 05:06:00,1899-12-31 05:16:00,"05:16",1899-12-31 12:35:00,1899-12-31 15:56:00,1899-12-31 18:29:00,1899-12-31 19:43:00,1899-12-31 00:27:00,"Banda Aceh","18:29"
"1077",2024-12-10,7,1899-12-31 05:06:00,1899-12-31 05:16:00,"05:16",1899-12-31 12:35:00,1899-12-31 15:57:00,1899-12-31 18:29:00,1899-12-31 19:43:00,1899-12-31 00:27:00,"Banda Aceh","18:29"
"1078",2024-12-11,8,1899-12-31 05:07:00,1899-12-31 05:17:00,"05:17",1899-12-31 12:36:00,1899-12-31 15:57:00,1899-12-31 18:30:00,1899-12-31 19:44:00,1899-12-31 00:28:00,"Banda Aceh","18:30"
"1079",2024-12-12,9,1899-12-31 05:07:00,1899-12-31 05:17:00,"05:17",1899-12-31 12:36:00,1899-12-31 15:57:00,1899-12-31 18:30:00,1899-12-31 19:44:00,1899-12-31 00:28:00,"Banda Aceh","18:30"
"1080",2024-12-13,10,1899-12-31 05:08:00,1899-12-31 05:18:00,"05:18",1899-12-31 12:36:00,1899-12-31 15:58:00,1899-12-31 18:30:00,1899-12-31 19:45:00,1899-12-31 00:29:00,"Banda Aceh","18:30"
"1081",2024-12-14,11,1899-12-31 05:08:00,1899-12-31 05:18:00,"05:18",1899-12-31 12:37:00,1899-12-31 15:58:00,1899-12-31 18:31:00,1899-12-31 19:45:00,1899-12-31 00:29:00,"Banda Aceh","18:31"
"1082",2024-12-15,12,1899-12-31 05:09:00,1899-12-31 05:19:00,"05:19",1899-12-31 12:37:00,1899-12-31 15:59:00,1899-12-31 18:31:00,1899-12-31 19:45:00,1899-12-31 00:30:00,"Banda Aceh","18:31"
"1083",2024-12-16,13,1899-12-31 05:09:00,1899-12-31 05:19:00,"05:19",1899-12-31 12:38:00,1899-12-31 15:59:00,1899-12-31 18:32:00,1899-12-31 19:46:00,1899-12-31 00:30:00,"Banda Aceh","18:32"
"1084",2024-12-17,14,1899-12-31 05:10:00,1899-12-31 05:20:00,"05:20",1899-12-31 12:38:00,1899-12-31 16:00:00,1899-12-31 18:32:00,1899-12-31 19:46:00,1899-12-31 00:30:00,"Banda Aceh","18:32"
"1085",2024-12-18,15,1899-12-31 05:10:00,1899-12-31 05:20:00,"05:20",1899-12-31 12:39:00,1899-12-31 16:00:00,1899-12-31 18:33:00,1899-12-31 19:47:00,1899-12-31 00:31:00,"Banda Aceh","18:33"
"1086",2024-12-19,16,1899-12-31 05:11:00,1899-12-31 05:21:00,"05:21",1899-12-31 12:39:00,1899-12-31 16:01:00,1899-12-31 18:33:00,1899-12-31 19:47:00,1899-12-31 00:31:00,"Banda Aceh","18:33"
"1087",2024-12-20,17,1899-12-31 05:11:00,1899-12-31 05:21:00,"05:21",1899-12-31 12:40:00,1899-12-31 16:01:00,1899-12-31 18:34:00,1899-12-31 19:48:00,1899-12-31 00:32:00,"Banda Aceh","18:34"
"1088",2024-12-21,18,1899-12-31 05:12:00,1899-12-31 05:22:00,"05:22",1899-12-31 12:40:00,1899-12-31 16:02:00,1899-12-31 18:34:00,1899-12-31 19:48:00,1899-12-31 00:32:00,"Banda Aceh","18:34"
"1089",2024-12-22,19,1899-12-31 05:12:00,1899-12-31 05:22:00,"05:22",1899-12-31 12:41:00,1899-12-31 16:02:00,1899-12-31 18:35:00,1899-12-31 19:49:00,1899-12-31 00:33:00,"Banda Aceh","18:35"
"1090",2024-12-23,20,1899-12-31 05:13:00,1899-12-31 05:23:00,"05:23",1899-12-31 12:41:00,1899-12-31 16:03:00,1899-12-31 18:35:00,1899-12-31 19:49:00,1899-12-31 00:33:00,"Banda Aceh","18:35"
"1091",2024-12-24,21,1899-12-31 05:13:00,1899-12-31 05:23:00,"05:23",1899-12-31 12:42:00,1899-12-31 16:03:00,1899-12-31 18:36:00,1899-12-31 19:50:00,1899-12-31 00:34:00,"Banda Aceh","18:36"
"1092",2024-12-25,22,1899-12-31 05:14:00,1899-12-31 05:24:00,"05:24",1899-12-31 12:42:00,1899-12-31 16:04:00,1899-12-31 18:36:00,1899-12-31 19:50:00,1899-12-31 00:34:00,"Banda Aceh","18:36"
"1093",2024-12-26,23,1899-12-31 05:14:00,1899-12-31 05:24:00,"05:24",1899-12-31 12:43:00,1899-12-31 16:04:00,1899-12-31 18:37:00,1899-12-31 19:51:00,1899-12-31 00:35:00,"Banda Aceh","18:37"
"1094",2024-12-27,24,1899-12-31 05:15:00,1899-12-31 05:25:00,"05:25",1899-12-31 12:43:00,1899-12-31 16:05:00,1899-12-31 18:37:00,1899-12-31 19:51:00,1899-12-31 00:35:00,"Banda Aceh","18:37"
"1095",2024-12-28,25,1899-12-31 05:15:00,1899-12-31 05:25:00,"05:25",1899-12-31 12:44:00,1899-12-31 16:05:00,1899-12-31 18:38:00,1899-12-31 19:52:00,1899-12-31 00:36:00,"Banda Aceh","18:38"
"1096",2024-12-29,26,1899-12-31 05:16:00,1899-12-31 05:26:00,"05:26",1899-12-31 12:44:00,1899-12-31 16:06:00,1899-12-31 18:38:00,1899-12-31 19:52:00,1899-12-31 00:36:00,"Banda Aceh","18:38"
"1097",2024-12-30,27,1899-12-31 05:16:00,1899-12-31 05:26:00,"05:26",1899-12-31 12:45:00,1899-12-31 16:06:00,1899-12-31 18:39:00,1899-12-31 19:53:00,1899-12-31 00:37:00,"Banda Aceh","18:39"
"1098",2024-12-31,28,1899-12-31 05:17:00,1899-12-31 05:27:00,"05:27",1899-12-31 12:45:00,1899-12-31 16:07:00,1899-12-31 18:39:00,1899-12-31 19:53:00,1899-12-31 00:37:00,"Banda Aceh","18:39"
"1099",2024-01-01,18,1899-12-31 04:43:00,1899-12-31 04:43:00,"04:43",1899-12-31 12:08:00,1899-12-31 15:33:00,1899-12-31 18:09:00,1899-12-31 19:24:00,1899-12-31 00:04:00,"Johor Baharu","18:09"
"1100",2024-01-02,19,1899-12-31 04:44:00,1899-12-31 04:44:00,"04:44",1899-12-31 12:09:00,1899-12-31 15:34:00,1899-12-31 18:10:00,1899-12-31 19:25:00,1899-12-31 00:04:00,"Johor Baharu","18:10"
"1101",2024-01-03,20,1899-12-31 04:44:00,1899-12-31 04:44:00,"04:44",1899-12-31 12:09:00,1899-12-31 15:34:00,1899-12-31 18:10:00,1899-12-31 19:25:00,1899-12-31 00:05:00,"Johor Baharu","18:10"
"1102",2024-01-04,21,1899-12-31 04:45:00,1899-12-31 04:45:00,"04:45",1899-12-31 12:10:00,1899-12-31 15:34:00,1899-12-31 18:11:00,1899-12-31 19:25:00,1899-12-31 00:05:00,"Johor Baharu","18:11"
"1103",2024-01-05,22,1899-12-31 04:45:00,1899-12-31 04:45:00,"04:45",1899-12-31 12:10:00,1899-12-31 15:35:00,1899-12-31 18:11:00,1899-12-31 19:26:00,1899-12-31 00:06:00,"Johor Baharu","18:11"
"1104",2024-01-06,23,1899-12-31 04:46:00,1899-12-31 04:46:00,"04:46",1899-12-31 12:10:00,1899-12-31 15:35:00,1899-12-31 18:12:00,1899-12-31 19:26:00,1899-12-31 00:06:00,"Johor Baharu","18:12"
"1105",2024-01-07,24,1899-12-31 04:46:00,1899-12-31 04:46:00,"04:46",1899-12-31 12:11:00,1899-12-31 15:36:00,1899-12-31 18:12:00,1899-12-31 19:27:00,1899-12-31 00:07:00,"Johor Baharu","18:12"
"1106",2024-01-08,25,1899-12-31 04:47:00,1899-12-31 04:47:00,"04:47",1899-12-31 12:11:00,1899-12-31 15:36:00,1899-12-31 18:13:00,1899-12-31 19:27:00,1899-12-31 00:07:00,"Johor Baharu","18:13"
"1107",2024-01-09,26,1899-12-31 04:47:00,1899-12-31 04:47:00,"04:47",1899-12-31 12:12:00,1899-12-31 15:36:00,1899-12-31 18:13:00,1899-12-31 19:27:00,1899-12-31 00:07:00,"Johor Baharu","18:13"
"1108",2024-01-10,27,1899-12-31 04:48:00,1899-12-31 04:48:00,"04:48",1899-12-31 12:12:00,1899-12-31 15:37:00,1899-12-31 18:13:00,1899-12-31 19:28:00,1899-12-31 00:08:00,"Johor Baharu","18:13"
"1109",2024-01-11,28,1899-12-31 04:48:00,1899-12-31 04:48:00,"04:48",1899-12-31 12:13:00,1899-12-31 15:37:00,1899-12-31 18:14:00,1899-12-31 19:28:00,1899-12-31 00:08:00,"Johor Baharu","18:14"
"1110",2024-01-12,29,1899-12-31 04:49:00,1899-12-31 04:49:00,"04:49",1899-12-31 12:13:00,1899-12-31 15:37:00,1899-12-31 18:14:00,1899-12-31 19:28:00,1899-12-31 00:09:00,"Johor Baharu","18:14"
"1111",2024-01-13,1,1899-12-31 04:49:00,1899-12-31 04:49:00,"04:49",1899-12-31 12:13:00,1899-12-31 15:38:00,1899-12-31 18:15:00,1899-12-31 19:29:00,1899-12-31 00:09:00,"Johor Baharu","18:15"
"1112",2024-01-14,2,1899-12-31 04:50:00,1899-12-31 04:50:00,"04:50",1899-12-31 12:14:00,1899-12-31 15:38:00,1899-12-31 18:15:00,1899-12-31 19:29:00,1899-12-31 00:09:00,"Johor Baharu","18:15"
"1113",2024-01-15,3,1899-12-31 04:50:00,1899-12-31 04:50:00,"04:50",1899-12-31 12:14:00,1899-12-31 15:38:00,1899-12-31 18:15:00,1899-12-31 19:29:00,1899-12-31 00:10:00,"Johor Baharu","18:15"
"1114",2024-01-16,4,1899-12-31 04:51:00,1899-12-31 04:51:00,"04:51",1899-12-31 12:14:00,1899-12-31 15:39:00,1899-12-31 18:16:00,1899-12-31 19:29:00,1899-12-31 00:10:00,"Johor Baharu","18:16"
"1115",2024-01-17,5,1899-12-31 04:51:00,1899-12-31 04:51:00,"04:51",1899-12-31 12:15:00,1899-12-31 15:39:00,1899-12-31 18:16:00,1899-12-31 19:30:00,1899-12-31 00:10:00,"Johor Baharu","18:16"
"1116",2024-01-18,6,1899-12-31 04:52:00,1899-12-31 04:52:00,"04:52",1899-12-31 12:15:00,1899-12-31 15:39:00,1899-12-31 18:17:00,1899-12-31 19:30:00,1899-12-31 00:11:00,"Johor Baharu","18:17"
"1117",2024-01-19,7,1899-12-31 04:52:00,1899-12-31 04:52:00,"04:52",1899-12-31 12:15:00,1899-12-31 15:39:00,1899-12-31 18:17:00,1899-12-31 19:30:00,1899-12-31 00:11:00,"Johor Baharu","18:17"
"1118",2024-01-20,8,1899-12-31 04:52:00,1899-12-31 04:52:00,"04:52",1899-12-31 12:16:00,1899-12-31 15:40:00,1899-12-31 18:17:00,1899-12-31 19:30:00,1899-12-31 00:11:00,"Johor Baharu","18:17"
"1119",2024-01-21,9,1899-12-31 04:53:00,1899-12-31 04:53:00,"04:53",1899-12-31 12:16:00,1899-12-31 15:40:00,1899-12-31 18:18:00,1899-12-31 19:31:00,1899-12-31 00:12:00,"Johor Baharu","18:18"
"1120",2024-01-22,10,1899-12-31 04:53:00,1899-12-31 04:53:00,"04:53",1899-12-31 12:16:00,1899-12-31 15:40:00,1899-12-31 18:18:00,1899-12-31 19:31:00,1899-12-31 00:12:00,"Johor Baharu","18:18"
"1121",2024-01-23,11,1899-12-31 04:54:00,1899-12-31 04:54:00,"04:54",1899-12-31 12:17:00,1899-12-31 15:40:00,1899-12-31 18:18:00,1899-12-31 19:31:00,1899-12-31 00:12:00,"Johor Baharu","18:18"
"1122",2024-01-24,12,1899-12-31 04:54:00,1899-12-31 04:54:00,"04:54",1899-12-31 12:17:00,1899-12-31 15:40:00,1899-12-31 18:18:00,1899-12-31 19:31:00,1899-12-31 00:13:00,"Johor Baharu","18:18"
"1123",2024-01-25,13,1899-12-31 04:54:00,1899-12-31 04:54:00,"04:54",1899-12-31 12:17:00,1899-12-31 15:40:00,1899-12-31 18:19:00,1899-12-31 19:31:00,1899-12-31 00:13:00,"Johor Baharu","18:19"
"1124",2024-01-26,14,1899-12-31 04:55:00,1899-12-31 04:55:00,"04:55",1899-12-31 12:17:00,1899-12-31 15:41:00,1899-12-31 18:19:00,1899-12-31 19:31:00,1899-12-31 00:13:00,"Johor Baharu","18:19"
"1125",2024-01-27,15,1899-12-31 04:55:00,1899-12-31 04:55:00,"04:55",1899-12-31 12:18:00,1899-12-31 15:41:00,1899-12-31 18:19:00,1899-12-31 19:32:00,1899-12-31 00:13:00,"Johor Baharu","18:19"
"1126",2024-01-28,16,1899-12-31 04:55:00,1899-12-31 04:55:00,"04:55",1899-12-31 12:18:00,1899-12-31 15:41:00,1899-12-31 18:19:00,1899-12-31 19:32:00,1899-12-31 00:13:00,"Johor Baharu","18:19"
"1127",2024-01-29,17,1899-12-31 04:56:00,1899-12-31 04:56:00,"04:56",1899-12-31 12:18:00,1899-12-31 15:41:00,1899-12-31 18:20:00,1899-12-31 19:32:00,1899-12-31 00:14:00,"Johor Baharu","18:20"
"1128",2024-01-30,18,1899-12-31 04:56:00,1899-12-31 04:56:00,"04:56",1899-12-31 12:18:00,1899-12-31 15:41:00,1899-12-31 18:20:00,1899-12-31 19:32:00,1899-12-31 00:14:00,"Johor Baharu","18:20"
"1129",2024-01-31,19,1899-12-31 04:56:00,1899-12-31 04:56:00,"04:56",1899-12-31 12:18:00,1899-12-31 15:41:00,1899-12-31 18:20:00,1899-12-31 19:32:00,1899-12-31 00:14:00,"Johor Baharu","18:20"
"1130",2024-02-01,20,1899-12-31 04:56:00,1899-12-31 04:56:00,"04:56",1899-12-31 12:18:00,1899-12-31 15:41:00,1899-12-31 18:20:00,1899-12-31 19:32:00,1899-12-31 00:14:00,"Johor Baharu","18:20"
"1131",2024-02-02,21,1899-12-31 04:57:00,1899-12-31 04:57:00,"04:57",1899-12-31 12:19:00,1899-12-31 15:41:00,1899-12-31 18:20:00,1899-12-31 19:32:00,1899-12-31 00:14:00,"Johor Baharu","18:20"
"1132",2024-02-03,22,1899-12-31 04:57:00,1899-12-31 04:57:00,"04:57",1899-12-31 12:19:00,1899-12-31 15:41:00,1899-12-31 18:20:00,1899-12-31 19:32:00,1899-12-31 00:14:00,"Johor Baharu","18:20"
"1133",2024-02-04,23,1899-12-31 04:57:00,1899-12-31 04:57:00,"04:57",1899-12-31 12:19:00,1899-12-31 15:41:00,1899-12-31 18:21:00,1899-12-31 19:32:00,1899-12-31 00:15:00,"Johor Baharu","18:21"
"1134",2024-02-05,24,1899-12-31 04:57:00,1899-12-31 04:57:00,"04:57",1899-12-31 12:19:00,1899-12-31 15:41:00,1899-12-31 18:21:00,1899-12-31 19:32:00,1899-12-31 00:15:00,"Johor Baharu","18:21"
"1135",2024-02-06,25,1899-12-31 04:57:00,1899-12-31 04:57:00,"04:57",1899-12-31 12:19:00,1899-12-31 15:40:00,1899-12-31 18:21:00,1899-12-31 19:32:00,1899-12-31 00:15:00,"Johor Baharu","18:21"
"1136",2024-02-07,26,1899-12-31 04:58:00,1899-12-31 04:58:00,"04:58",1899-12-31 12:19:00,1899-12-31 15:40:00,1899-12-31 18:21:00,1899-12-31 19:32:00,1899-12-31 00:15:00,"Johor Baharu","18:21"
"1137",2024-02-08,27,1899-12-31 04:58:00,1899-12-31 04:58:00,"04:58",1899-12-31 12:19:00,1899-12-31 15:40:00,1899-12-31 18:21:00,1899-12-31 19:32:00,1899-12-31 00:15:00,"Johor Baharu","18:21"
"1138",2024-02-09,28,1899-12-31 04:58:00,1899-12-31 04:58:00,"04:58",1899-12-31 12:19:00,1899-12-31 15:40:00,1899-12-31 18:21:00,1899-12-31 19:32:00,1899-12-31 00:15:00,"Johor Baharu","18:21"
"1139",2024-02-10,29,1899-12-31 04:58:00,1899-12-31 04:58:00,"04:58",1899-12-31 12:19:00,1899-12-31 15:40:00,1899-12-31 18:21:00,1899-12-31 19:32:00,1899-12-31 00:15:00,"Johor Baharu","18:21"
"1140",2024-02-11,30,1899-12-31 04:58:00,1899-12-31 04:58:00,"04:58",1899-12-31 12:19:00,1899-12-31 15:40:00,1899-12-31 18:21:00,1899-12-31 19:32:00,1899-12-31 00:15:00,"Johor Baharu","18:21"
"1141",2024-02-12,1,1899-12-31 04:58:00,1899-12-31 04:58:00,"04:58",1899-12-31 12:19:00,1899-12-31 15:39:00,1899-12-31 18:21:00,1899-12-31 19:32:00,1899-12-31 00:15:00,"Johor Baharu","18:21"
"1142",2024-02-13,2,1899-12-31 04:58:00,1899-12-31 04:58:00,"04:58",1899-12-31 12:19:00,1899-12-31 15:39:00,1899-12-31 18:21:00,1899-12-31 19:32:00,1899-12-31 00:15:00,"Johor Baharu","18:21"
